sveitarfelag_harmonized,reading_measurement_period,reading_metric,strict_latest_reading_school_year,strict_latest_reading_value_pct,strict_latest_reading_component_count,strict_latest_reading_nonmissing_component_count,strict_latest_reading_aggregation_method,strict_latest_reading_note,latest_available_reading_school_year,latest_available_reading_value_pct,latest_available_reading_component_count,latest_available_reading_nonmissing_component_count,latest_available_reading_aggregation_method,latest_available_reading_note,latest_reading_school_year,latest_reading_value_pct,spending_year,primary_spending_metric,amount_isk,spend_per_source_student,spend_per_resident,spend_per_resident_age_6_15,population_total,population_age_6_15,denominator_source_student_count,kostnadur_netto_amount_isk,kostnadur_netto_spend_per_source_student,kostnadur_netto_spend_per_resident,kostnadur_netto_spend_per_resident_age_6_15,kostnadur_brutto_amount_isk,kostnadur_brutto_spend_per_source_student,kostnadur_brutto_spend_per_resident,kostnadur_brutto_spend_per_resident_age_6_15,has_strict_latest_reading,has_latest_available_reading,has_latest_reading,has_2024_spending_kostnadur_netto,has_2024_spending_kostnadur_brutto,has_2024_population_denominator,reading_source_url,spending_source_url,source_note
Akraneskaupstaður,vor,naer_lagmarksvidmidi_2_3,2024-2025,80.0,1,1,direct_source_municipality_value,Direct source municipality value for Akraneskaupstaður.,2024-2025,80.0,1,1,direct_source_municipality_value,Direct source municipality value for Akraneskaupstaður.,2024-2025,80.0,2024,kostnadur_netto,2538930442,2183087.22,314574.46,2215471.59,8071,1146,1163,2538930442,2183087.22,314574.46,2215471.59,2663816010,2290469.48,330047.83,2324446.78,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Akureyrarbær,vor,naer_lagmarksvidmidi_2_3,2024-2025,80.0,1,1,direct_source_municipality_value,Direct source municipality value for Akureyrarbær.,2024-2025,80.0,1,1,direct_source_municipality_value,Direct source municipality value for Akureyrarbær.,2024-2025,80.0,2024,kostnadur_netto,6414849447,2532510.64,323786.06,2472003.64,19812,2595,2533,6414849447,2532510.64,323786.06,2472003.64,6948098536,2743031.4,350701.52,2677494.62,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Bláskógabyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,72.0,1,1,direct_source_municipality_value,Direct source municipality value for Bláskógabyggð.,2024-2025,72.0,1,1,direct_source_municipality_value,Direct source municipality value for Bláskógabyggð.,2024-2025,72.0,2024,kostnadur_netto,704915848,4607293.12,533219.25,4433433.01,1322,159,153,704915848,4607293.12,533219.25,4433433.01,739524712,4833494.85,559398.42,4651098.82,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Bolungarvíkurkaupstaður,vor,naer_lagmarksvidmidi_2_3,2024-2025,72.0,1,1,direct_source_municipality_value,Direct source municipality value for Bolungarvíkurkaupstaður.,2024-2025,72.0,1,1,direct_source_municipality_value,Direct source municipality value for Bolungarvíkurkaupstaður.,2024-2025,72.0,2024,kostnadur_netto,438125152,3591189.77,442998.13,3591189.77,989,122,122,438125152,3591189.77,442998.13,3591189.77,464693540,3808963.44,469862.02,3808963.44,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Borgarbyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,75.0,1,1,direct_source_municipality_value,Direct source municipality value for Borgarbyggð.,2024-2025,75.0,1,1,direct_source_municipality_value,Direct source municipality value for Borgarbyggð.,2024-2025,75.0,2024,kostnadur_netto,1693403072,3340045.51,413025.14,3262819.02,4100,519,507,1693403072,3340045.51,413025.14,3262819.02,1718043825,3388646.6,419035.08,3310296.39,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Dalabyggð,vor,naer_lagmarksvidmidi_2_3,,,,,,,,,,,,,,,2024,kostnadur_netto,318767240,4553817.71,496522.18,4194305.79,642,76,70,318767240,4553817.71,496522.18,4194305.79,335450378,4792148.26,522508.38,4413820.76,false,false,false,true,true,true,,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Dalvíkurbyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,74.0,1,1,direct_source_municipality_value,Direct source municipality value for Dalvíkurbyggð.,2024-2025,74.0,1,1,direct_source_municipality_value,Direct source municipality value for Dalvíkurbyggð.,2024-2025,74.0,2024,kostnadur_netto,793222918,3237644.56,425092.67,3198479.51,1866,248,245,793222918,3237644.56,425092.67,3198479.51,844730273,3447878.67,452695.75,3406170.46,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Eyjafjarðarsveit,vor,naer_lagmarksvidmidi_2_3,2024-2025,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Eyjafjarðarsveit.,2024-2025,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Eyjafjarðarsveit.,2024-2025,78.0,2024,kostnadur_netto,572099975,3214044.8,492340.77,3092432.3,1162,185,178,572099975,3214044.8,492340.77,3092432.3,597353804,3355920.25,514073.84,3228939.48,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Fjallabyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,84.0,1,1,direct_source_municipality_value,Direct source municipality value for Fjallabyggð.,2024-2025,84.0,1,1,direct_source_municipality_value,Direct source municipality value for Fjallabyggð.,2024-2025,84.0,2024,kostnadur_netto,808717573,3626536.2,409892.33,3626536.2,1973,223,223,808717573,3626536.2,409892.33,3626536.2,834371276,3741575.23,422894.72,3741575.23,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Fjarðabyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,74.0,1,1,direct_source_municipality_value,Direct source municipality value for Fjarðabyggð.,2024-2025,74.0,1,1,direct_source_municipality_value,Direct source municipality value for Fjarðabyggð.,2024-2025,74.0,2024,kostnadur_netto,2248689945,3321550.88,435539.4,3180608.13,5163,707,677,2248689945,3321550.88,435539.4,3180608.13,2289793189,3382264.68,443500.52,3238745.67,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Flóahreppur,vor,naer_lagmarksvidmidi_2_3,2024-2025,72.0,1,1,direct_source_municipality_value,Direct source municipality value for Flóahreppur.,2024-2025,72.0,1,1,direct_source_municipality_value,Direct source municipality value for Flóahreppur.,2024-2025,72.0,2024,kostnadur_netto,413145711,3790327.62,591052.52,4215772.56,699,98,109,413145711,3790327.62,591052.52,4215772.56,452491319,4151296.5,647340.94,4617258.36,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Garðabær,vor,naer_lagmarksvidmidi_2_3,2024-2025,85.0,1,1,direct_source_municipality_value,Direct source municipality value for Garðabær.,2024-2025,85.0,1,1,direct_source_municipality_value,Direct source municipality value for Garðabær.,2024-2025,85.0,2024,kostnadur_netto,6150660738,2562775.31,322226.57,2433977.34,19088,2527,2400,6150660738,2562775.31,322226.57,2433977.34,6186930331,2577887.64,324126.69,2448330.17,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Grindavíkurbær,vor,naer_lagmarksvidmidi_2_3,2024-2025,,1,0,direct_source_municipality_value,Source municipality Grindavíkurbær has no non-missing value for 2024-2025.,2023-2024,80.0,1,1,direct_source_municipality_value,Direct source municipality value for Grindavíkurbær.,2023-2024,80.0,2024,kostnadur_netto,,,,,3579,558,,,,,,,,,,false,true,true,false,false,true,reading_tests_sveitarfelag_harmonized.csv,,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Grundarfjarðarbær,vor,naer_lagmarksvidmidi_2_3,2024-2025,64.0,1,1,direct_source_municipality_value,Direct source municipality value for Grundarfjarðarbær.,2024-2025,64.0,1,1,direct_source_municipality_value,Direct source municipality value for Grundarfjarðarbær.,2024-2025,64.0,2024,kostnadur_netto,349348307,3091577.94,425515.6,3119181.31,821,112,113,349348307,3091577.94,425515.6,3119181.31,368023038,3256841.04,448261.92,3285919.98,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Grímsnes- og Grafningshreppur,vor,naer_lagmarksvidmidi_2_3,2024-2025,74.0,1,1,direct_source_municipality_value,Direct source municipality value for Grímsnes– og Grafningshreppur.,2024-2025,74.0,1,1,direct_source_municipality_value,Direct source municipality value for Grímsnes– og Grafningshreppur.,2024-2025,74.0,2024,kostnadur_netto,399262739,7259322.53,740747.2,7828681.16,539,51,55,399262739,7259322.53,740747.2,7828681.16,400959184,7290166.98,743894.59,7861944.78,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Grýtubakkahreppur,vor,naer_lagmarksvidmidi_2_3,,,,,,,,,,,,,,,2024,kostnadur_netto,206815922,4308665.04,522262.43,3902187.21,396,53,48,206815922,4308665.04,522262.43,3902187.21,213757986,4453291.38,539792.89,4033169.55,false,false,false,true,true,true,,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Hafnarfjarðarkaupstaður,vor,naer_lagmarksvidmidi_2_3,2024-2025,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Hafnarfjarðarkaupstaður.,2024-2025,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Hafnarfjarðarkaupstaður.,2024-2025,78.0,2024,kostnadur_netto,10952524053,2765090.65,357738.57,2607123.08,30616,4201,3961,10952524053,2765090.65,357738.57,2607123.08,11378962201,2872749.86,371667.17,2708631.8,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Hrunamannahreppur,vor,naer_lagmarksvidmidi_2_3,2024-2025,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Hrunamannahreppur.,2024-2025,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Hrunamannahreppur.,2024-2025,78.0,2024,kostnadur_netto,286571772,3184130.8,331296.85,4036222.14,865,71,90,286571772,3184130.8,331296.85,4036222.14,382597735,4251085.94,442309.52,5388700.49,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Hvalfjarðarsveit,vor,naer_lagmarksvidmidi_2_3,2024-2025,76.0,1,1,direct_source_municipality_value,Direct source municipality value for Hvalfjarðarsveit.,2024-2025,76.0,1,1,direct_source_municipality_value,Direct source municipality value for Hvalfjarðarsveit.,2024-2025,76.0,2024,kostnadur_netto,415304118,4563781.52,571257.38,4465635.68,727,93,91,415304118,4563781.52,571257.38,4465635.68,445460339,4895168.56,612737.74,4789896.12,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Hveragerðisbær,vor,naer_lagmarksvidmidi_2_3,2024-2025,71.0,1,1,direct_source_municipality_value,Direct source municipality value for Hveragerðisbær.,2024-2025,71.0,1,1,direct_source_municipality_value,Direct source municipality value for Hveragerðisbær.,2024-2025,71.0,2024,kostnadur_netto,938356373,2062321.7,287398.58,2288674.08,3265,410,455,938356373,2062321.7,287398.58,2288674.08,1078449643,2370219.0,330306.17,2630364.98,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Hörgársveit,vor,naer_lagmarksvidmidi_2_3,,,,,,,,,,,,,,,2024,kostnadur_netto,375638734,3954091.94,474890.94,3912903.48,791,96,95,375638734,3954091.94,474890.94,3912903.48,403153459,4243720.62,509675.68,4199515.2,false,false,false,true,true,true,,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Húnabyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,71.0,1,1,direct_source_municipality_value,Direct source municipality value for Húnabyggð.,2024-2025,71.0,1,1,direct_source_municipality_value,Direct source municipality value for Húnabyggð.,2024-2025,71.0,2024,kostnadur_netto,548577853,2997693.19,406655.19,2842372.3,1349,193,183,548577853,2997693.19,406655.19,2842372.3,552589347,3019613.92,409628.87,2863157.24,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Húnaþing vestra,vor,naer_lagmarksvidmidi_2_3,2024-2025,73.0,1,1,direct_source_municipality_value,Direct source municipality value for Húnaþing vestra.,2024-2025,73.0,1,1,direct_source_municipality_value,Direct source municipality value for Húnaþing vestra.,2024-2025,73.0,2024,kostnadur_netto,548256140,4457366.99,452356.55,4091463.73,1212,134,123,548256140,4457366.99,452356.55,4091463.73,577569729,4695688.85,476542.68,4310221.86,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Kaldrananeshreppur,vor,naer_lagmarksvidmidi_2_3,,,,,,,,,,,,,,,2024,kostnadur_netto,74267000,7426700.0,714105.77,5712846.15,104,13,10,74267000,7426700.0,714105.77,5712846.15,74526165,7452616.5,716597.74,5732781.92,false,false,false,true,true,true,,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Kópavogsbær,vor,naer_lagmarksvidmidi_2_3,2024-2025,82.0,1,1,direct_source_municipality_value,Direct source municipality value for Kópavogsbær.,2024-2025,82.0,1,1,direct_source_municipality_value,Direct source municipality value for Kópavogsbær.,2024-2025,82.0,2024,kostnadur_netto,11710951104,2505016.28,297723.43,2305305.34,39335,5080,4675,11710951104,2505016.28,297723.43,2305305.34,12255784467,2621558.17,311574.54,2412556.0,true,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
Langanesbyggð,vor,naer_lagmarksvidmidi_2_3,2024-2025,,1,0,direct_source_municipality_value,Source municipality Langanesbyggð has no non-missing value for 2024-2025.,2023-2024,78.0,1,1,direct_source_municipality_value,Direct source municipality value for Langanesbyggð.,2023-2024,78.0,2024,kostnadur_netto,215253598,3913701.78,398617.77,3843814.25,540,56,55,215253598,3913701.78,398617.77,3843814.25,215356525,3915573.18,398808.38,3845652.23,false,true,true,true,true,true,reading_tests_sveitarfelag_harmonized.csv,https://samband-islenskra-sveitarfelaga.cdn.prismic.io/samband-islenskra-sveitarfelaga/aUpSiHNYClf9omZZ_Reksturgrunnsk%C3%B3laeftirst%C3%A6r%C3%B0sk%C3%B3la2024.xlsx,"Reading fields use vor naer_lagmarksvidmidi_2_3 with explicit source-component aggregation. Latest_available uses the latest non-missing year per municipality. Spending is 2024 Samband municipality-level grunnskóli spending; population_age_6_15 is a population proxy, not exact school enrollment."
